,Год приёмной компании,Пол,Ср. балл док-та об образовании,Вид приема,Приоритет,Направление подготовки,Сумма баллов,Сумма баллов за индивидуальные достижения,Приказ о зачислении
8848,2019,Ж,5,Общий конкурс,3,18.03.01 Химическая технология,234,5,0
8849,2019,Ж,5,По договору,5,20.03.01 Техносферная безопасность,234,5,0
8850,2019,Ж,5,По договору,4,21.03.01 Нефтегазовое дело,234,5,0
8851,2019,Ж,5,Общий конкурс,1,20.03.01 Техносферная безопасность,234,5,1
8852,2019,Ж,4.313,По договору,6,08.03.01 Строительство,230,10,0
8853,2019,Ж,4.313,По договору,4,23.03.01 Технология транспортных процессов,230,10,0
8854,2019,Ж,4.313,Общий конкурс,2,13.03.01 Теплоэнергетика и теплотехника,230,10,0
8855,2019,Ж,4.313,Общий конкурс,1,23.03.01 Технология транспортных процессов,230,10,1
8856,2019,Ж,4.313,Общий конкурс,3,08.03.01 Строительство,230,10,0
8857,2019,Ж,4.313,По договору,5,13.03.01 Теплоэнергетика и теплотехника,230,10,0
8858,2019,М,4.75,Общий конкурс,1,13.03.02 Электроэнергетика и электротехника,205,10,0
8859,2019,М,4.75,По договору,2,13.03.02 Электроэнергетика и электротехника,205,10,0
8860,2019,М,3.533,По договору,1,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,150,10,0
8861,2019,М,3.533,По договору,2,08.03.01 Строительство,150,10,0
8862,2019,М,4.529,По договору,1,18.03.01 Химическая технология,162,0,0
8863,2019,М,4.529,По договору,2,20.03.01 Техносферная безопасность,162,0,0
8864,2019,М,4.357,По договору,6,12.03.04 Биотехнические системы и технологии,182,0,0
8865,2019,М,4.357,По договору,4,21.03.01 Нефтегазовое дело,182,0,0
8866,2019,М,4.357,Общий конкурс,3,12.03.04 Биотехнические системы и технологии,182,0,0
8867,2019,М,4.357,Общий конкурс,2,05.03.01 Геология,182,0,0
8868,2019,М,4.357,По договору,5,05.03.01 Геология,182,0,0
8869,2019,М,4.357,Общий конкурс,1,21.03.01 Нефтегазовое дело,182,0,0
8870,2019,М,4.333,По договору,4,05.03.01 Геология,222,10,0
8871,2019,М,4.333,Общий конкурс,2,21.05.02 Прикладная геология,222,10,0
8872,2019,М,4.333,Общий конкурс,3,21.05.03 Технология геологической разведки,222,10,0
8873,2019,М,4.333,По договору,5,21.05.02 Прикладная геология,222,10,0
8874,2019,М,4.333,Общий конкурс,1,05.03.01 Геология,222,10,1
8875,2019,М,4.333,По договору,6,21.05.03 Технология геологической разведки,222,10,0
8876,2019,Ж,4.625,По договору,1,42.03.01 Реклама и связи с общественностью,240,0,0
8877,2019,М,5,По договору,4,21.05.03 Технология геологической разведки,243,0,0
8878,2019,М,5,По договору,5,21.03.01 Нефтегазовое дело,243,0,0
8879,2019,М,5,Общий конкурс,2,21.03.01 Нефтегазовое дело,243,0,0
8880,2019,М,5,По договору,6,"08.05.02 Строительство, эксплуатация, восстановление и техническое прикрытие автомобильных дорог, мостов и тоннелей",243,0,0
8881,2019,М,5,Общий конкурс,3,"08.05.02 Строительство, эксплуатация, восстановление и техническое прикрытие автомобильных дорог, мостов и тоннелей",243,0,0
8882,2019,М,5,Общий конкурс,1,21.05.03 Технология геологической разведки,243,0,1
8883,2019,Ж,4.133,По договору,6,08.05.01 Строительство уникальных зданий и сооружений,169,0,0
8884,2019,Ж,4.133,Общий конкурс,2,21.03.02 Землеустройство и кадастры,169,0,0
8885,2019,Ж,4.133,Общий конкурс,1,08.03.01 Строительство,169,0,0
8886,2019,Ж,4.133,По договору,5,21.03.02 Землеустройство и кадастры,169,0,0
8887,2019,Ж,4.133,По договору,4,08.03.01 Строительство,169,0,0
8888,2019,Ж,4.133,Общий конкурс,3,08.05.01 Строительство уникальных зданий и сооружений,169,0,0
8895,2019,Ж,5,Общий конкурс,3,08.03.01 Строительство,194,3,0
8896,2019,Ж,5,Общий конкурс,2,21.03.01 Нефтегазовое дело,194,3,0
8897,2019,Ж,5,По договору,6,08.03.01 Строительство,194,3,0
8898,2019,Ж,5,По договору,5,21.03.01 Нефтегазовое дело,194,3,0
8899,2019,Ж,5,Общий конкурс,1,21.05.02 Прикладная геология,194,3,0
8900,2019,Ж,5,По договору,4,21.05.02 Прикладная геология,194,3,0
8901,2019,Ж,5,Общий конкурс,3,08.03.01 Строительство,249,5,0
8902,2019,Ж,5,Общий конкурс,1,21.03.01 Нефтегазовое дело,249,5,0
8903,2019,Ж,5,Общий конкурс,2,15.03.04 Автоматизация технологических процессов и производств,249,5,0
8904,2019,М,4.357,Общий конкурс,1,09.03.01 Информатика и вычислительная техника,209,0,0
8905,2019,М,4.357,По договору,4,09.03.01 Информатика и вычислительная техника,209,0,0
8906,2019,М,4.357,Общий конкурс,2,09.03.02 Информационные системы и технологии,209,0,0
8907,2019,М,4.357,По договору,5,09.03.02 Информационные системы и технологии,209,0,0
8908,2019,М,4.357,Общий конкурс,3,27.03.04 Управление в технических системах,209,0,0
8909,2019,М,4.357,По договору,6,27.03.04 Управление в технических системах,209,0,0
8910,2019,М,4.356,Общий конкурс,3,20.03.01 Техносферная безопасность,140,0,0
8911,2019,М,4.356,По договору,5,21.03.02 Землеустройство и кадастры,140,0,0
8912,2019,М,4.356,Общий конкурс,2,21.03.02 Землеустройство и кадастры,140,0,0
8913,2019,М,4.356,По договору,4,20.03.01 Техносферная безопасность,140,0,0
8914,2019,М,4.356,По договору,1,08.03.01 Строительство,140,0,0
8915,2019,М,3.357,По договору,1,21.03.01 Нефтегазовое дело,138,0,0
8916,2019,М,3.8,Общий конкурс,3,13.03.02 Электроэнергетика и электротехника,149,0,0
8917,2019,М,3.8,По договору,5,08.05.01 Строительство уникальных зданий и сооружений,149,0,0
8918,2019,М,3.8,Общий конкурс,2,08.05.01 Строительство уникальных зданий и сооружений,149,0,0
8919,2019,М,3.8,По договору,4,21.03.01 Нефтегазовое дело,149,0,0
8920,2019,М,3.8,Общий конкурс,1,21.03.01 Нефтегазовое дело,149,0,0
8921,2019,М,3.8,По договору,6,13.03.02 Электроэнергетика и электротехника,149,0,0
8922,2019,Ж,4.333,Общий конкурс,3,08.03.01 Строительство,153,0,0
8923,2019,Ж,4.333,Общий конкурс,1,21.03.02 Землеустройство и кадастры,153,0,0
8924,2019,Ж,4.333,Общий конкурс,2,22.03.01 Материаловедение и технологии материалов,153,0,0
8925,2019,Ж,4.688,Общий конкурс,1,18.03.01 Химическая технология,231,10,1
8926,2019,Ж,4.688,Общий конкурс,2,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",231,10,0
8927,2019,Ж,4.688,Общий конкурс,3,20.03.01 Техносферная безопасность,231,10,0
8928,2019,М,4.667,По договору,4,08.03.01 Строительство,148,0,0
8929,2019,М,4.667,По договору,1,08.03.01 Строительство,148,0,0
8930,2019,М,4.667,Общий конкурс,3,21.03.02 Землеустройство и кадастры,148,0,0
8931,2019,М,4.667,По договору,5,21.03.02 Землеустройство и кадастры,148,0,0
8932,2019,М,4.667,Общий конкурс,2,08.03.01 Строительство,148,0,0
8933,2019,М,4.538,По договору,1,21.03.01 Нефтегазовое дело,142,0,0
8934,2019,М,5,Общий конкурс,3,21.03.01 Нефтегазовое дело,200,0,0
8935,2019,М,5,По договору,5,21.03.01 Нефтегазовое дело,200,0,0
8936,2019,М,5,Общий конкурс,2,08.03.01 Строительство,200,0,0
8937,2019,М,5,По договору,4,21.03.01 Нефтегазовое дело,200,0,0
8938,2019,М,5,Общий конкурс,1,21.03.01 Нефтегазовое дело,200,0,0
8939,2019,М,4.947,По договору,2,38.03.06 Торговое дело,5,5,0
8940,2019,М,4.947,По договору,1,38.03.05 Бизнес-информатика,5,5,0
8941,2019,М,3.771,По договору,3,20.03.01 Техносферная безопасность,196,0,0
8942,2019,М,3.771,Общий конкурс,2,20.03.01 Техносферная безопасность,196,0,0
8943,2019,М,3.771,По договору,1,08.03.01 Строительство,196,0,0
8944,2019,М,4.267,По договору,1,21.03.01 Нефтегазовое дело,128,0,0
8945,2019,М,4.289,Общий конкурс,1,15.03.04 Автоматизация технологических процессов и производств,240,0,1
8946,2019,М,4.289,Общий конкурс,3,21.05.02 Прикладная геология,240,0,0
8947,2019,М,4.289,Общий конкурс,2,09.03.02 Информационные системы и технологии,240,0,0
8948,2019,М,4.289,По договору,4,15.03.04 Автоматизация технологических процессов и производств,240,0,0
8949,2019,М,4.289,По договору,5,09.03.02 Информационные системы и технологии,240,0,0
8950,2019,М,4.289,По договору,6,21.05.02 Прикладная геология,240,0,0
8951,2019,М,3,По договору,6,08.05.01 Строительство уникальных зданий и сооружений,178,0,0
8952,2019,М,3,Общий конкурс,3,08.05.01 Строительство уникальных зданий и сооружений,178,0,0
8953,2019,М,3,По договору,4,08.03.01 Строительство,178,0,0
8954,2019,М,3,Общий конкурс,1,08.03.01 Строительство,178,0,0
8955,2019,М,3,По договору,5,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,178,0,0
8956,2019,М,3,Общий конкурс,2,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,178,0,0
8957,2019,М,3.471,По договору,2,13.03.02 Электроэнергетика и электротехника,200,0,0
8958,2019,М,3.471,По договору,1,15.03.04 Автоматизация технологических процессов и производств,200,0,0
8959,2019,М,4.244,По договору,1,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,146,0,0
8960,2019,М,4.244,Общий конкурс,5,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,146,0,0
8961,2019,М,4.244,По договору,2,15.03.04 Автоматизация технологических процессов и производств,146,0,0
8962,2019,М,4.244,По договору,3,13.03.02 Электроэнергетика и электротехника,146,0,0
8963,2019,М,4.244,Общий конкурс,4,13.03.02 Электроэнергетика и электротехника,146,0,0
8964,2019,Ж,5,По договору,3,21.03.02 Землеустройство и кадастры,188,5,0
8965,2019,Ж,5,Общий конкурс,2,13.03.01 Теплоэнергетика и теплотехника,188,5,0
8966,2019,Ж,5,Общий конкурс,1,21.03.02 Землеустройство и кадастры,188,5,1
8967,2019,Ж,5,По договору,4,13.03.01 Теплоэнергетика и теплотехника,188,5,0
8968,2019,М,3.375,По договору,5,08.03.01 Строительство,191,0,0
8969,2019,М,3.375,Общий конкурс,1,21.03.02 Землеустройство и кадастры,191,0,1
8970,2019,М,3.375,Общий конкурс,2,09.03.02 Информационные системы и технологии,191,0,0
8971,2019,М,3.375,По договору,4,09.03.02 Информационные системы и технологии,191,0,0
8972,2019,М,3.375,Общий конкурс,3,08.03.01 Строительство,191,0,0
8973,2019,М,3.375,По договору,6,21.03.02 Землеустройство и кадастры,191,0,0
8974,2019,М,4.133,По договору,6,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,148,0,0
8975,2019,М,4.133,По договору,5,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",148,0,0
8976,2019,М,4.133,Общий конкурс,3,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",148,0,0
8977,2019,М,4.133,Общий конкурс,1,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,148,0,0
8978,2019,М,4.133,По договору,4,13.03.02 Электроэнергетика и электротехника,148,0,0
8979,2019,М,4.133,Общий конкурс,2,13.03.02 Электроэнергетика и электротехника,148,0,0
8980,2019,М,4.5,Общий конкурс,2,13.03.01 Теплоэнергетика и теплотехника,241,10,0
8981,2019,М,4.5,По договору,4,08.03.01 Строительство,241,10,0
8982,2019,М,4.5,Общий конкурс,3,08.03.01 Строительство,241,10,0
8983,2019,М,4.5,По договору,6,13.03.01 Теплоэнергетика и теплотехника,241,10,0
8984,2019,М,4.5,По договору,5,13.03.02 Электроэнергетика и электротехника,241,10,0
8985,2019,М,4.5,Общий конкурс,1,13.03.02 Электроэнергетика и электротехника,241,10,1
8986,2019,М,4.964,По договору,4,09.03.01 Информатика и вычислительная техника,198,5,0
8987,2019,М,4.964,По договору,5,15.03.04 Автоматизация технологических процессов и производств,198,5,0
8988,2019,М,4.964,По договору,6,08.03.01 Строительство,198,5,0
8989,2019,М,4.964,Общий конкурс,3,15.03.04 Автоматизация технологических процессов и производств,198,5,0
8990,2019,М,4.964,Общий конкурс,2,09.03.01 Информатика и вычислительная техника,198,5,0
8991,2019,М,4.964,Общий конкурс,1,08.03.01 Строительство,198,5,1
8992,2019,М,4.5,По договору,4,20.03.01 Техносферная безопасность,212,0,0
8993,2019,М,4.5,Общий конкурс,2,20.03.01 Техносферная безопасность,212,0,0
8994,2019,М,4.5,По договору,5,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,212,0,0
8995,2019,М,4.5,Общий конкурс,3,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,212,0,0
8996,2019,М,4.5,Общий конкурс,1,13.03.02 Электроэнергетика и электротехника,212,0,0
8997,2019,М,4.125,По договору,1,21.03.01 Нефтегазовое дело,183,0,0
8998,2019,Ж,4.5,Общий конкурс,2,21.05.02 Прикладная геология,236,10,0
8999,2019,Ж,4.5,Общий конкурс,1,20.03.01 Техносферная безопасность,236,10,0
9000,2019,Ж,4.081,По договору,1,19.03.04 Технология продукции и организация общественного питания,0,0,0
9001,2019,Ж,3.486,По договору,1,23.03.02 Наземные транспортно-технологические комплексы,148,0,0
9002,2019,Ж,3.486,По договору,4,15.03.04 Автоматизация технологических процессов и производств,148,0,0
9003,2019,Ж,3.486,По договору,3,23.03.01 Технология транспортных процессов,148,0,0
9004,2019,Ж,3.486,Общий конкурс,2,23.03.01 Технология транспортных процессов,148,0,0
9005,2019,М,4.35,По договору,6,08.03.01 Строительство,241,0,0
9006,2019,М,4.35,По договору,4,21.03.01 Нефтегазовое дело,241,0,0
9007,2019,М,4.35,Общий конкурс,2,23.03.01 Технология транспортных процессов,241,0,0
9008,2019,М,4.35,По договору,5,23.03.01 Технология транспортных процессов,241,0,0
9009,2019,М,4.35,Общий конкурс,1,21.03.01 Нефтегазовое дело,241,0,0
9010,2019,М,4.35,Общий конкурс,3,08.03.01 Строительство,241,0,0
9011,2019,Ж,4.441,По договору,1,21.03.01 Нефтегазовое дело,146,0,0
9012,2019,Ж,3.529,По договору,1,02.03.01 Математика и компьютерные науки,149,0,0
9013,2019,Ж,3.529,По договору,3,27.03.03 Системный анализ и управление,149,0,0
9014,2019,Ж,3.529,Общий конкурс,2,27.03.03 Системный анализ и управление,149,0,0
9015,2019,Ж,3.529,По договору,4,35.03.10 Ландшафтная архитектура,149,0,0
9016,2019,Ж,5,По договору,4,27.03.04 Управление в технических системах,157,5,0
9017,2019,Ж,5,По договору,3,09.03.01 Информатика и вычислительная техника,157,5,0
9018,2019,Ж,5,По договору,2,23.03.01 Технология транспортных процессов,157,5,0
9019,2019,Ж,5,Общий конкурс,1,23.03.01 Технология транспортных процессов,157,5,0
9020,2019,Ж,3.4,Общий конкурс,3,20.03.01 Техносферная безопасность,284,0,0
9021,2019,Ж,3.4,Общий конкурс,1,23.03.01 Технология транспортных процессов,284,0,1
9022,2019,Ж,3.4,По договору,4,23.03.01 Технология транспортных процессов,284,0,0
9023,2019,Ж,3.4,По договору,5,21.03.02 Землеустройство и кадастры,284,0,0
9024,2019,Ж,3.4,Общий конкурс,2,21.03.02 Землеустройство и кадастры,284,0,0
9025,2019,Ж,3.4,По договору,6,20.03.01 Техносферная безопасность,284,0,0
9026,2019,М,3.765,По договору,1,21.05.02 Прикладная геология,162,0,0
9027,2019,М,3.765,По договору,3,15.03.01 Машиностроение,162,0,0
9028,2019,М,3.765,По договору,2,27.03.04 Управление в технических системах,162,0,0
9029,2019,Ж,4.533,Общий конкурс,1,23.05.01 Наземные транспортно-технологические средства,162,0,0
9030,2019,М,4.725,По договору,5,09.03.01 Информатика и вычислительная техника,153,9,0
9031,2019,М,4.725,Общий конкурс,2,21.05.02 Прикладная геология,153,9,0
9032,2019,М,4.725,По договору,3,15.03.04 Автоматизация технологических процессов и производств,153,9,0
9033,2019,М,4.725,Общий конкурс,1,15.03.04 Автоматизация технологических процессов и производств,153,9,0
9034,2019,М,4.725,По договору,4,21.05.02 Прикладная геология,153,9,0
9035,2019,М,4.143,Общий конкурс,2,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,154,0,0
9036,2019,М,4.143,По договору,3,21.03.01 Нефтегазовое дело,154,0,0
9037,2019,М,4.143,"В рамках квоты лиц, имеющих особые права",1,21.03.01 Нефтегазовое дело,154,0,0
9038,2019,М,4.143,По договору,4,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,154,0,0
9039,2019,М,4.783,Общий конкурс,2,13.03.02 Электроэнергетика и электротехника,183,5,0
9040,2019,М,4.783,По договору,1,13.03.02 Электроэнергетика и электротехника,183,5,0
9041,2019,М,4.244,Общий конкурс,1,13.03.01 Теплоэнергетика и теплотехника,142,0,0
9042,2019,М,4.244,По договору,2,13.03.01 Теплоэнергетика и теплотехника,142,0,0
9043,2019,Ж,4.05,По договору,3,20.03.01 Техносферная безопасность,186,0,0
9044,2019,Ж,4.05,Общий конкурс,1,21.03.02 Землеустройство и кадастры,186,0,1
9045,2019,Ж,4.05,По договору,4,21.03.02 Землеустройство и кадастры,186,0,0
9046,2019,Ж,4.05,Общий конкурс,2,20.03.01 Техносферная безопасность,186,0,0
9047,2019,М,3.85,По договору,1,08.03.01 Строительство,0,0,0
9048,2019,М,4.692,По договору,3,13.03.02 Электроэнергетика и электротехника,197,0,0
9049,2019,М,4.692,Общий конкурс,2,13.03.02 Электроэнергетика и электротехника,197,0,0
9050,2019,М,4.692,По договору,1,13.03.02 Электроэнергетика и электротехника,197,0,0
9051,2019,Ж,4.941,Общий конкурс,3,20.03.01 Техносферная безопасность,192,5,0
9052,2019,Ж,4.941,Общий конкурс,1,20.03.01 Техносферная безопасность,192,5,1
9053,2019,Ж,4.941,Общий конкурс,2,21.05.02 Прикладная геология,192,5,0
9054,2019,Ж,4.941,По договору,5,21.05.02 Прикладная геология,192,5,0
9055,2019,Ж,4.941,По договору,6,20.03.01 Техносферная безопасность,192,5,0
9056,2019,Ж,4.941,По договору,4,20.03.01 Техносферная безопасность,192,5,0
9057,2019,М,5,По договору,3,27.03.04 Управление в технических системах,155,5,0
9058,2019,М,5,По договору,1,23.03.02 Наземные транспортно-технологические комплексы,155,5,0
9059,2019,М,5,По договору,2,09.03.01 Информатика и вычислительная техника,155,5,0
9060,2019,Ж,4.158,По договору,1,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,142,0,0
9061,2019,М,4.778,Общий конкурс,3,"08.05.02 Строительство, эксплуатация, восстановление и техническое прикрытие автомобильных дорог, мостов и тоннелей",210,10,0
9062,2019,М,4.778,По договору,4,"08.05.02 Строительство, эксплуатация, восстановление и техническое прикрытие автомобильных дорог, мостов и тоннелей",210,10,0
9063,2019,М,4.778,По договору,6,08.05.01 Строительство уникальных зданий и сооружений,210,10,0
9064,2019,М,4.778,Общий конкурс,2,08.05.01 Строительство уникальных зданий и сооружений,210,10,0
9065,2019,М,4.778,По договору,5,08.03.01 Строительство,210,10,0
9066,2019,М,4.778,Общий конкурс,1,08.03.01 Строительство,210,10,1
9067,2019,М,4,Общий конкурс,2,21.03.01 Нефтегазовое дело,144,0,0
9068,2019,М,4,По договору,1,21.03.01 Нефтегазовое дело,144,0,0
9069,2019,М,4,По договору,3,21.03.01 Нефтегазовое дело,144,0,0
9070,2019,М,4.8,Общий конкурс,1,13.03.01 Теплоэнергетика и теплотехника,0,0,0
9071,2019,М,4.429,По договору,1,15.03.04 Автоматизация технологических процессов и производств,202,0,0
9072,2019,Ж,4.4,Общий конкурс,3,09.03.01 Информатика и вычислительная техника,200,0,0
9073,2019,Ж,4.4,Общий конкурс,2,09.03.02 Информационные системы и технологии,200,0,0
9074,2019,Ж,4.4,Общий конкурс,1,08.03.01 Строительство,200,0,1
9075,2019,М,4.067,Общий конкурс,3,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",163,3,0
9076,2019,М,4.067,По договору,4,08.03.01 Строительство,163,3,0
9077,2019,М,4.067,По договору,6,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",163,3,0
9078,2019,М,4.067,Общий конкурс,2,18.03.01 Химическая технология,163,3,0
9079,2019,М,4.067,По договору,5,18.03.01 Химическая технология,163,3,0
9080,2019,М,4.067,Общий конкурс,1,08.03.01 Строительство,163,3,0
9081,2019,М,3.478,По договору,1,21.03.01 Нефтегазовое дело,0,0,0
9082,2019,М,4.44,По договору,1,15.03.04 Автоматизация технологических процессов и производств,164,0,0
9083,2019,М,4.44,По договору,2,21.05.02 Прикладная геология,164,0,0
9084,2019,М,4.44,По договору,3,20.03.01 Техносферная безопасность,164,0,0
9085,2019,М,3.491,По договору,4,15.03.01 Машиностроение,140,0,0
9086,2019,М,3.491,По договору,2,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,140,0,0
9087,2019,М,3.491,По договору,3,15.03.04 Автоматизация технологических процессов и производств,140,0,0
9088,2019,М,3.491,Общий конкурс,1,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,140,0,0
9089,2019,М,,,,,,,0
9090,2019,М,3.9,По договору,1,15.03.01 Машиностроение,162,0,0
9091,2019,М,4.28,По договору,1,21.03.01 Нефтегазовое дело,158,0,0
9092,2019,М,3.606,Общий конкурс,1,21.03.02 Землеустройство и кадастры,152,0,0
9093,2019,М,3.606,По договору,2,21.03.02 Землеустройство и кадастры,152,0,0
9094,2019,М,3.941,Общий конкурс,1,27.03.03 Системный анализ и управление,210,10,1
9095,2019,М,3.941,Общий конкурс,3,12.03.04 Биотехнические системы и технологии,210,10,0
9096,2019,М,3.941,По договору,5,12.03.04 Биотехнические системы и технологии,210,10,0
9097,2019,М,3.941,Общий конкурс,2,27.03.04 Управление в технических системах,210,10,0
9098,2019,М,3.941,По договору,4,27.03.04 Управление в технических системах,210,10,0
9099,2019,М,3.941,По договору,6,27.03.03 Системный анализ и управление,210,10,0
9100,2019,Ж,5,По договору,3,20.03.01 Техносферная безопасность,243,5,0
9101,2019,Ж,5,Общий конкурс,2,20.03.01 Техносферная безопасность,243,5,0
9102,2019,Ж,5,Общий конкурс,1,20.03.01 Техносферная безопасность,243,5,1
9103,2019,Ж,4.389,Общий конкурс,1,21.05.02 Прикладная геология,252,0,1
9104,2019,Ж,4.389,Общий конкурс,3,21.03.01 Нефтегазовое дело,252,0,0
9105,2019,Ж,4.389,По договору,5,21.03.01 Нефтегазовое дело,252,0,0
9106,2019,Ж,4.389,По договору,4,05.03.01 Геология,252,0,0
9107,2019,Ж,4.389,Общий конкурс,2,05.03.01 Геология,252,0,0
9108,2019,Ж,4.389,По договору,6,21.05.02 Прикладная геология,252,0,0
9109,2019,Ж,4.933,Общий конкурс,1,21.05.01 Прикладная геодезия,152,0,0
9110,2019,Ж,4.933,По договору,3,21.05.01 Прикладная геодезия,152,0,0
9111,2019,Ж,4.933,Общий конкурс,2,08.03.01 Строительство,152,0,0
9112,2019,Ж,4.933,По договору,4,08.03.01 Строительство,152,0,0
9113,2019,Ж,4.739,По договору,1,20.03.01 Техносферная безопасность,147,0,0
9114,2019,Ж,4.739,По договору,2,13.03.01 Теплоэнергетика и теплотехника,147,0,0
9115,2019,Ж,5,Общий конкурс,1,21.03.01 Нефтегазовое дело,203,5,1
9116,2019,Ж,5,По договору,2,21.03.01 Нефтегазовое дело,203,5,0
9117,2019,М,3.947,По договору,2,13.03.02 Электроэнергетика и электротехника,140,0,0
9118,2019,М,3.947,По договору,3,15.03.04 Автоматизация технологических процессов и производств,140,0,0
9119,2019,М,3.947,Общий конкурс,1,13.03.02 Электроэнергетика и электротехника,140,0,0
9120,2019,М,5,Общий конкурс,1,15.03.04 Автоматизация технологических процессов и производств,223,5,0
9121,2019,М,5,По договору,4,21.03.01 Нефтегазовое дело,223,5,0
9122,2019,М,5,По договору,3,15.03.04 Автоматизация технологических процессов и производств,223,5,0
9123,2019,М,5,Общий конкурс,2,21.03.01 Нефтегазовое дело,223,5,0
9124,2019,М,5,Общий конкурс,1,21.05.02 Прикладная геология,229,7,1
9125,2019,М,5,Общий конкурс,3,21.03.01 Нефтегазовое дело,229,7,0
9126,2019,М,5,По договору,4,21.05.02 Прикладная геология,229,7,0
9127,2019,М,5,По договору,5,21.03.01 Нефтегазовое дело,229,7,0
9128,2019,М,5,Общий конкурс,2,21.03.01 Нефтегазовое дело,229,7,0
9129,2019,М,4.071,Общий конкурс,3,13.03.02 Электроэнергетика и электротехника,218,0,0
9130,2019,М,4.071,Общий конкурс,1,09.03.02 Информационные системы и технологии,218,0,0
9131,2019,М,4.071,Общий конкурс,2,27.03.03 Системный анализ и управление,218,0,0
9132,2019,М,3.103,По договору,1,15.03.04 Автоматизация технологических процессов и производств,134,0,0
9133,2019,М,3.103,По договору,2,21.05.02 Прикладная геология,134,0,0
9134,2019,М,3.103,По договору,3,27.03.04 Управление в технических системах,134,0,0
9135,2019,М,,,,,,,0
9136,2019,М,4.25,По договору,1,15.03.04 Автоматизация технологических процессов и производств,162,0,0
9137,2019,М,4.25,По договору,3,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,162,0,0
9138,2019,М,4.25,По договору,2,13.03.02 Электроэнергетика и электротехника,162,0,0
9139,2019,Ж,4.941,Общий конкурс,1,08.03.01 Строительство,196,10,1
9140,2019,Ж,4.941,По договору,2,08.03.01 Строительство,196,10,0
9141,2019,Ж,4.941,По договору,3,08.03.01 Строительство,196,10,0
9142,2019,М,4.278,По договору,1,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,136,0,0
9143,2019,М,4.267,Общий конкурс,2,09.03.01 Информатика и вычислительная техника,200,10,0
9144,2019,М,4.267,Целевой прием,1,09.03.01 Информатика и вычислительная техника,200,10,0
9145,2019,М,4.267,Общий конкурс,2,15.03.01 Машиностроение,183,10,0
9146,2019,М,4.267,По договору,4,20.03.01 Техносферная безопасность,183,10,0
9147,2019,М,4.267,Общий конкурс,1,20.03.01 Техносферная безопасность,183,10,0
9148,2019,М,4.267,По договору,6,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,183,10,0
9149,2019,М,4.267,Общий конкурс,3,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,183,10,0
9150,2019,М,4.267,По договору,5,15.03.01 Машиностроение,183,10,0
9151,2019,М,3,По договору,1,20.03.01 Техносферная безопасность,168,0,0
9152,2019,Ж,4.769,По договору,1,21.05.02 Прикладная геология,162,0,0
9153,2019,М,3.433,"В рамках квоты лиц, имеющих особые права",1,21.05.03 Технология геологической разведки,156,0,0
9154,2019,М,3.433,"В рамках квоты лиц, имеющих особые права",2,21.05.02 Прикладная геология,156,0,0
9155,2019,М,3.433,"В рамках квоты лиц, имеющих особые права",3,05.03.01 Геология,156,0,0
9156,2019,М,4.533,По договору,6,08.03.01 Строительство,227,0,0
9157,2019,М,4.533,По договору,4,19.03.04 Технология продукции и организация общественного питания,227,0,0
9158,2019,М,4.533,Общий конкурс,1,19.03.04 Технология продукции и организация общественного питания,227,0,1
9159,2019,М,4.533,Общий конкурс,2,13.03.02 Электроэнергетика и электротехника,227,0,0
9160,2019,М,4.533,По договору,5,13.03.02 Электроэнергетика и электротехника,227,0,0
9161,2019,М,4.533,Общий конкурс,3,08.03.01 Строительство,227,0,0
9162,2019,М,4.333,Общий конкурс,2,22.03.01 Материаловедение и технологии материалов,180,0,0
9163,2019,М,4.333,По договору,5,22.03.01 Материаловедение и технологии материалов,180,0,0
9164,2019,М,4.333,По договору,4,08.03.01 Строительство,180,0,0
9165,2019,М,4.333,Общий конкурс,1,08.03.01 Строительство,180,0,1
9166,2019,М,4.333,Общий конкурс,3,18.03.01 Химическая технология,180,0,0
9167,2019,М,4.333,По договору,6,18.03.01 Химическая технология,180,0,0
