,Год приёмной компании,Пол,Ср. балл док-та об образовании,Вид приема,Приоритет,Направление подготовки,Сумма баллов,Сумма баллов за индивидуальные достижения,Приказ о зачислении
0,2019,М,4.563,По договору,2,38.03.06 Торговое дело,234,10,0
1,2019,М,4.563,По договору,3,38.03.07 Товароведение,234,10,0
2,2019,М,4.563,По договору,1,38.03.06 Торговое дело,234,10,0
3,2019,М,3.733,Общий конкурс,3,27.03.04 Управление в технических системах,173,0,0
4,2019,М,3.733,Общий конкурс,2,15.03.04 Автоматизация технологических процессов и производств,173,0,0
5,2019,М,3.733,По договору,4,09.03.02 Информационные системы и технологии,173,0,0
6,2019,М,3.733,По договору,5,15.03.04 Автоматизация технологических процессов и производств,173,0,0
7,2019,М,3.733,Общий конкурс,1,09.03.02 Информационные системы и технологии,173,0,0
8,2019,М,3.733,По договору,6,27.03.04 Управление в технических системах,173,0,0
9,2019,Ж,3.189,По договору,1,43.03.03 Гостиничное дело,164,0,0
10,2019,Ж,3.643,По договору,1,13.03.01 Теплоэнергетика и теплотехника,161,0,0
11,2019,Ж,3.643,По договору,5,21.03.02 Землеустройство и кадастры,161,0,0
12,2019,Ж,3.643,Общий конкурс,3,21.03.02 Землеустройство и кадастры,161,0,0
13,2019,Ж,3.643,По договору,6,20.03.01 Техносферная безопасность,161,0,0
14,2019,Ж,3.643,Общий конкурс,4,20.03.01 Техносферная безопасность,161,0,0
15,2019,Ж,3.643,Общий конкурс,2,13.03.01 Теплоэнергетика и теплотехника,161,0,0
16,2019,М,3.314,По договору,4,23.03.01 Технология транспортных процессов,148,0,0
17,2019,М,3.314,Общий конкурс,1,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,148,0,0
18,2019,М,3.314,По договору,3,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,148,0,0
19,2019,М,3.314,По договору,5,23.03.02 Наземные транспортно-технологические комплексы,148,0,0
20,2019,М,3.314,Общий конкурс,2,23.03.01 Технология транспортных процессов,148,0,0
21,2019,М,,,,,,,0
22,2019,М,3.571,По договору,1,21.03.01 Нефтегазовое дело,138,0,0
23,2019,М,3.759,По договору,1,08.03.01 Строительство,166,0,0
24,2019,М,4,По договору,1,21.03.01 Нефтегазовое дело,189,0,0
25,2019,М,4.333,Общий конкурс,3,22.03.01 Материаловедение и технологии материалов,196,0,0
26,2019,М,4.333,Общий конкурс,2,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,196,0,0
27,2019,М,4.333,Общий конкурс,1,13.03.01 Теплоэнергетика и теплотехника,196,0,0
28,2019,М,3.286,По договору,1,21.03.01 Нефтегазовое дело,162,0,0
29,2019,Ж,4.214,По договору,3,38.03.05 Бизнес-информатика,192,0,0
30,2019,Ж,4.214,По договору,1,38.03.07 Товароведение,192,0,0
31,2019,Ж,4.214,По договору,2,38.03.06 Торговое дело,192,0,0
32,2019,Ж,4.667,По договору,5,21.03.01 Нефтегазовое дело,212,10,0
33,2019,Ж,4.667,По договору,6,20.03.01 Техносферная безопасность,212,10,0
34,2019,Ж,4.667,Общий конкурс,3,20.03.01 Техносферная безопасность,212,10,0
35,2019,Ж,4.667,Общий конкурс,2,21.03.01 Нефтегазовое дело,212,10,0
36,2019,Ж,4.667,По договору,4,09.03.02 Информационные системы и технологии,212,10,0
37,2019,Ж,4.667,Общий конкурс,1,09.03.02 Информационные системы и технологии,212,10,0
38,2019,Ж,4.667,По договору,4,08.03.01 Строительство,210,10,0
39,2019,Ж,4.667,Общий конкурс,2,08.03.01 Строительство,210,10,0
40,2019,Ж,4.667,Общий конкурс,3,18.03.01 Химическая технология,210,10,0
41,2019,Ж,4.667,По договору,5,18.03.01 Химическая технология,210,10,0
42,2019,Ж,4.667,Общий конкурс,1,27.03.01 Стандартизация и метрология,210,10,1
43,2019,Ж,4.667,По договору,6,27.03.01 Стандартизация и метрология,210,10,0
44,2019,М,3.944,По договору,3,15.03.04 Автоматизация технологических процессов и производств,0,0,0
45,2019,М,3.944,По договору,2,21.05.02 Прикладная геология,0,0,0
46,2019,М,3.944,По договору,1,08.03.01 Строительство,0,0,0
47,2019,М,3.316,Общий конкурс,3,21.03.02 Землеустройство и кадастры,160,0,0
48,2019,М,3.316,По договору,6,21.03.02 Землеустройство и кадастры,160,0,0
49,2019,М,3.316,Общий конкурс,1,13.03.01 Теплоэнергетика и теплотехника,160,0,0
50,2019,М,3.316,Общий конкурс,2,12.03.04 Биотехнические системы и технологии,160,0,0
51,2019,М,3.316,По договору,4,12.03.04 Биотехнические системы и технологии,160,0,0
52,2019,М,3.316,По договору,5,13.03.01 Теплоэнергетика и теплотехника,160,0,0
53,2019,Ж,4,По договору,1,21.05.02 Прикладная геология,201,5,0
54,2019,М,3.7,Общий конкурс,3,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,190,0,0
55,2019,М,3.7,Общий конкурс,2,21.03.01 Нефтегазовое дело,190,0,0
56,2019,М,3.7,Общий конкурс,1,08.03.01 Строительство,190,0,1
57,2019,М,3.7,По договору,4,21.03.01 Нефтегазовое дело,190,0,0
58,2019,М,3.7,По договору,6,08.03.01 Строительство,190,0,0
59,2019,М,3.7,По договору,5,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,190,0,0
60,2019,М,5,По договору,3,08.03.01 Строительство,214,8,0
61,2019,М,5,Общий конкурс,1,08.03.01 Строительство,214,8,1
62,2019,М,5,Общий конкурс,2,21.03.02 Землеустройство и кадастры,214,8,0
63,2019,М,5,По договору,4,21.03.02 Землеустройство и кадастры,214,8,0
64,2019,М,3.8,Общий конкурс,4,21.03.01 Нефтегазовое дело,161,0,0
65,2019,М,3.8,По договору,6,21.03.01 Нефтегазовое дело,161,0,0
66,2019,М,3.8,Общий конкурс,3,05.03.01 Геология,161,0,0
67,2019,М,3.8,По договору,2,05.03.01 Геология,161,0,0
68,2019,М,3.8,Общий конкурс,5,09.03.02 Информационные системы и технологии,161,0,0
69,2019,М,3.8,По договору,1,09.03.02 Информационные системы и технологии,161,0,0
70,2019,М,4.844,По договору,3,23.03.02 Наземные транспортно-технологические комплексы,0,0,0
71,2019,М,4.844,По договору,1,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,0,0,0
72,2019,М,4.844,По договору,2,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,0,0,0
73,2019,М,4.25,По договору,1,08.03.01 Строительство,168,0,0
74,2019,М,4.286,Общий конкурс,2,13.03.02 Электроэнергетика и электротехника,208,10,0
75,2019,М,4.286,По договору,5,13.03.01 Теплоэнергетика и теплотехника,208,10,0
76,2019,М,4.286,Общий конкурс,1,13.03.01 Теплоэнергетика и теплотехника,208,10,1
77,2019,М,4.286,По договору,4,13.03.02 Электроэнергетика и электротехника,208,10,0
78,2019,М,4.286,Общий конкурс,3,15.03.04 Автоматизация технологических процессов и производств,208,10,0
79,2019,М,4.286,По договору,6,15.03.04 Автоматизация технологических процессов и производств,208,10,0
80,2019,М,4.286,Общий конкурс,1,21.03.01 Нефтегазовое дело,206,0,0
81,2019,М,4.286,Общий конкурс,3,15.03.01 Машиностроение,206,0,0
82,2019,М,4.286,По договору,6,15.03.01 Машиностроение,206,0,0
83,2019,М,4.286,Общий конкурс,2,05.03.01 Геология,206,0,0
84,2019,М,4.286,По договору,5,05.03.01 Геология,206,0,0
85,2019,М,4.286,По договору,4,21.03.01 Нефтегазовое дело,206,0,0
86,2019,Ж,3.528,По договору,1,21.03.01 Нефтегазовое дело,135,0,0
87,2019,М,4.786,По договору,2,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,136,0,0
88,2019,М,4.786,По договору,1,23.03.02 Наземные транспортно-технологические комплексы,136,0,0
89,2019,М,3.263,Общий конкурс,1,13.03.02 Электроэнергетика и электротехника,152,0,0
90,2019,М,3.263,По договору,2,13.03.02 Электроэнергетика и электротехника,152,0,0
91,2019,Ж,4,По договору,5,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,203,0,0
92,2019,Ж,4,Общий конкурс,2,12.03.01 Приборостроение,203,0,0
93,2019,Ж,4,По договору,6,12.03.01 Приборостроение,203,0,0
94,2019,Ж,4,Общий конкурс,3,15.03.01 Машиностроение,203,0,0
95,2019,Ж,4,По договору,4,15.03.01 Машиностроение,203,0,0
96,2019,Ж,4,Общий конкурс,1,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,203,0,0
97,2019,Ж,4.333,Общий конкурс,2,21.03.01 Нефтегазовое дело,184,0,0
98,2019,Ж,4.333,По договору,4,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,184,0,0
99,2019,Ж,4.333,Общий конкурс,3,13.03.01 Теплоэнергетика и теплотехника,184,0,0
100,2019,Ж,4.333,Общий конкурс,1,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,184,0,0
101,2019,М,4.826,По договору,4,08.03.01 Строительство,189,0,0
102,2019,М,4.826,По договору,6,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",189,0,0
103,2019,М,4.826,Общий конкурс,3,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",189,0,0
104,2019,М,4.826,Общий конкурс,1,08.03.01 Строительство,189,0,1
105,2019,М,4.826,По договору,5,21.03.02 Землеустройство и кадастры,189,0,0
106,2019,М,4.826,Общий конкурс,2,21.03.02 Землеустройство и кадастры,189,0,0
107,2019,М,3.651,По договору,1,21.03.01 Нефтегазовое дело,142,0,0
108,2019,М,4.118,Общий конкурс,2,21.03.01 Нефтегазовое дело,135,0,0
109,2019,М,4.118,Общий конкурс,1,08.03.01 Строительство,135,0,0
110,2019,М,3.757,По договору,1,08.03.01 Строительство,142,0,0
111,2019,Ж,3.9,По договору,1,15.03.04 Автоматизация технологических процессов и производств,142,0,0
112,2019,Ж,3,По договору,3,21.03.01 Нефтегазовое дело,5,5,0
113,2019,Ж,3,По договору,1,21.05.02 Прикладная геология,5,5,0
114,2019,Ж,3,По договору,4,20.03.01 Техносферная безопасность,5,5,0
115,2019,Ж,3,По договору,2,21.03.01 Нефтегазовое дело,5,5,0
116,2019,М,4.294,По договору,1,37.03.02 Конфликтология,178,0,0
117,2019,М,4.286,По договору,4,08.05.01 Строительство уникальных зданий и сооружений,230,10,0
118,2019,М,4.286,Общий конкурс,2,08.05.01 Строительство уникальных зданий и сооружений,230,10,0
119,2019,М,4.286,По договору,6,21.05.02 Прикладная геология,230,10,0
120,2019,М,4.286,Общий конкурс,1,21.03.01 Нефтегазовое дело,230,10,1
121,2019,М,4.286,По договору,5,21.03.01 Нефтегазовое дело,230,10,0
122,2019,М,4.286,Общий конкурс,3,21.05.02 Прикладная геология,230,10,0
123,2019,М,4.159,По договору,1,15.03.04 Автоматизация технологических процессов и производств,138,0,0
124,2019,М,4.159,По договору,3,27.03.04 Управление в технических системах,138,0,0
125,2019,М,4.159,По договору,2,21.05.02 Прикладная геология,138,0,0
126,2019,Ж,4,По договору,5,08.03.01 Строительство,153,0,0
127,2019,Ж,4,Общий конкурс,1,21.03.01 Нефтегазовое дело,153,0,0
128,2019,Ж,4,По договору,4,21.03.01 Нефтегазовое дело,153,0,0
129,2019,Ж,4,Общий конкурс,2,08.03.01 Строительство,153,0,0
130,2019,Ж,4,Общий конкурс,3,05.03.01 Геология,153,0,0
131,2019,Ж,4,По договору,6,05.03.01 Геология,153,0,0
132,2019,М,4,По договору,4,18.03.01 Химическая технология,190,0,0
133,2019,М,4,По договору,5,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",190,0,0
134,2019,М,4,Общий конкурс,1,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",190,0,1
135,2019,М,4,По договору,6,08.03.01 Строительство,190,0,0
136,2019,М,4,Общий конкурс,3,08.03.01 Строительство,190,0,0
137,2019,М,4,Общий конкурс,2,18.03.01 Химическая технология,190,0,0
138,2019,Ж,4.818,По договору,3,27.03.02 Управление качеством,178,5,0
139,2019,Ж,4.818,По договору,4,21.03.01 Нефтегазовое дело,178,5,0
140,2019,Ж,4.818,Общий конкурс,2,21.03.01 Нефтегазовое дело,178,5,0
141,2019,Ж,4.818,Общий конкурс,1,27.03.02 Управление качеством,178,5,1
142,2019,М,4.647,По договору,2,21.03.01 Нефтегазовое дело,201,0,0
143,2019,М,4.647,По договору,1,21.03.01 Нефтегазовое дело,201,0,0
144,2019,Ж,4.558,По договору,4,27.03.01 Стандартизация и метрология,156,0,0
145,2019,Ж,4.558,Общий конкурс,2,27.03.01 Стандартизация и метрология,156,0,0
146,2019,Ж,4.558,Общий конкурс,3,20.03.01 Техносферная безопасность,156,0,0
147,2019,Ж,4.558,По договору,6,20.03.01 Техносферная безопасность,156,0,0
148,2019,Ж,4.558,Общий конкурс,1,08.03.01 Строительство,156,0,0
149,2019,Ж,4.558,По договору,5,08.03.01 Строительство,156,0,0
150,2019,М,4.589,По договору,1,18.03.01 Химическая технология,192,0,0
151,2019,М,4.214,По договору,1,18.03.01 Химическая технология,190,0,0
152,2019,М,4.214,По договору,2,21.03.01 Нефтегазовое дело,190,0,0
153,2019,М,4.071,По договору,3,27.03.01 Стандартизация и метрология,135,0,0
154,2019,М,4.071,По договору,2,15.03.04 Автоматизация технологических процессов и производств,135,0,0
155,2019,М,4.071,По договору,1,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,135,0,0
156,2019,Ж,,,,,,,0
157,2019,М,4.933,По договору,5,23.03.01 Технология транспортных процессов,173,5,0
158,2019,М,4.933,Общий конкурс,1,13.03.01 Теплоэнергетика и теплотехника,173,5,0
159,2019,М,4.933,По договору,4,13.03.01 Теплоэнергетика и теплотехника,173,5,0
160,2019,М,4.933,Общий конкурс,3,21.03.02 Землеустройство и кадастры,173,5,0
161,2019,М,4.933,По договору,6,21.03.02 Землеустройство и кадастры,173,5,0
162,2019,М,4.933,Общий конкурс,2,23.03.01 Технология транспортных процессов,173,5,0
163,2019,М,,,,,,,0
164,2019,М,4.608,По договору,4,21.03.01 Нефтегазовое дело,194,0,0
165,2019,М,4.608,По договору,3,21.03.01 Нефтегазовое дело,194,0,0
166,2019,М,4.608,Общий конкурс,1,20.03.01 Техносферная безопасность,194,0,0
167,2019,М,4.608,По договору,2,20.03.01 Техносферная безопасность,194,0,0
168,2019,М,3.733,По договору,2,09.03.01 Информатика и вычислительная техника,141,0,0
169,2019,М,3.733,По договору,3,21.03.01 Нефтегазовое дело,141,0,0
170,2019,М,3.733,По договору,1,02.03.01 Математика и компьютерные науки,141,0,0
171,2019,Ж,4.889,По договору,1,38.03.06 Торговое дело,114,0,0
172,2019,Ж,4.889,По договору,2,18.03.01 Химическая технология,184,0,0
173,2019,Ж,4.263,Общий конкурс,3,21.05.02 Прикладная геология,172,0,0
174,2019,Ж,4.263,По договору,5,21.03.01 Нефтегазовое дело,172,0,0
175,2019,Ж,4.263,Общий конкурс,2,21.03.01 Нефтегазовое дело,172,0,0
176,2019,Ж,4.263,По договору,4,08.03.01 Строительство,172,0,0
177,2019,Ж,4.263,Общий конкурс,1,08.03.01 Строительство,172,0,0
178,2019,Ж,4.263,По договору,6,21.05.02 Прикладная геология,172,0,0
179,2019,М,5,Общий конкурс,2,15.03.04 Автоматизация технологических процессов и производств,199,5,0
180,2019,М,5,Общий конкурс,1,08.03.01 Строительство,199,5,1
181,2019,М,5,Общий конкурс,3,21.03.01 Нефтегазовое дело,199,5,0
182,2019,М,4,Общий конкурс,2,08.03.01 Строительство,155,0,0
183,2019,М,4,По договору,4,08.03.01 Строительство,155,0,0
184,2019,М,4,По договору,3,21.03.01 Нефтегазовое дело,155,0,0
185,2019,М,4,Общий конкурс,1,21.03.01 Нефтегазовое дело,155,0,0
186,2019,М,4.429,Общий конкурс,2,20.03.01 Техносферная безопасность,180,5,0
187,2019,М,4.429,По договору,5,20.03.01 Техносферная безопасность,180,5,0
188,2019,М,4.429,По договору,4,08.03.01 Строительство,180,5,0
189,2019,М,4.429,Общий конкурс,1,08.03.01 Строительство,180,5,1
190,2019,М,4.429,По договору,6,21.03.02 Землеустройство и кадастры,180,5,0
191,2019,М,4.429,Общий конкурс,3,21.03.02 Землеустройство и кадастры,180,5,0
192,2019,М,4.833,"В рамках квоты лиц, имеющих особые права",1,21.05.02 Прикладная геология,191,0,0
193,2019,М,4.833,Общий конкурс,2,13.03.02 Электроэнергетика и электротехника,191,0,0
194,2019,М,4.833,Общий конкурс,3,21.03.01 Нефтегазовое дело,191,0,0
195,2019,Ж,4.625,Общий конкурс,1,27.03.01 Стандартизация и метрология,183,0,0
196,2019,Ж,4.625,По договору,5,21.03.02 Землеустройство и кадастры,183,0,0
197,2019,Ж,4.625,Общий конкурс,2,21.03.02 Землеустройство и кадастры,183,0,0
198,2019,Ж,4.625,По договору,6,20.03.01 Техносферная безопасность,183,0,0
199,2019,Ж,4.625,Общий конкурс,3,20.03.01 Техносферная безопасность,183,0,0
200,2019,Ж,4.625,По договору,4,27.03.01 Стандартизация и метрология,183,0,0
201,2019,М,4.476,По договору,1,21.03.01 Нефтегазовое дело,180,5,0
202,2019,М,4.476,По договору,3,15.03.04 Автоматизация технологических процессов и производств,180,5,0
203,2019,М,4.476,Общий конкурс,2,21.03.01 Нефтегазовое дело,180,5,0
204,2019,Ж,4.286,Общий конкурс,1,08.03.01 Строительство,247,0,0
205,2019,Ж,4.286,По договору,2,08.03.01 Строительство,247,0,0
206,2019,М,3.933,По договору,2,13.03.02 Электроэнергетика и электротехника,0,0,0
207,2019,М,3.933,Общий конкурс,1,13.03.02 Электроэнергетика и электротехника,0,0,0
208,2019,М,4.214,По договору,3,09.03.01 Информатика и вычислительная техника,214,0,0
209,2019,М,4.214,По договору,4,09.03.02 Информационные системы и технологии,214,0,0
210,2019,М,4.214,Общий конкурс,2,09.03.02 Информационные системы и технологии,214,0,0
211,2019,М,4.214,Общий конкурс,1,09.03.01 Информатика и вычислительная техника,214,0,0
212,2019,Ж,4.389,По договору,1,38.03.06 Торговое дело,187,0,0
213,2019,Ж,4.389,По договору,3,38.03.07 Товароведение,187,0,0
214,2019,Ж,4.389,По договору,2,38.03.06 Торговое дело,187,0,0
215,2019,М,4.133,По договору,1,38.03.05 Бизнес-информатика,216,0,0
216,2019,М,4.133,По договору,2,38.03.06 Торговое дело,216,0,0
217,2019,М,4.133,По договору,3,38.03.07 Товароведение,216,0,0
218,2019,М,3.205,По договору,2,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,188,0,0
219,2019,М,3.205,Общий конкурс,1,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,188,0,0
220,2019,М,3.205,По договору,3,15.03.01 Машиностроение,188,0,0
221,2019,М,3.205,По договору,4,08.03.01 Строительство,188,0,0
222,2019,М,3.36,По договору,1,23.03.02 Наземные транспортно-технологические комплексы,0,0,0
223,2019,М,4.075,По договору,1,21.03.01 Нефтегазовое дело,144,0,0
224,2019,М,3.733,Общий конкурс,3,09.03.01 Информатика и вычислительная техника,192,0,0
225,2019,М,3.733,Общий конкурс,2,09.03.02 Информационные системы и технологии,192,0,0
226,2019,М,3.733,Общий конкурс,1,09.03.02 Информационные системы и технологии,192,0,0
227,2019,М,5,Общий конкурс,3,21.05.02 Прикладная геология,226,10,0
228,2019,М,5,Общий конкурс,1,05.03.01 Геология,226,10,0
229,2019,М,5,По договору,4,05.03.01 Геология,226,10,0
230,2019,М,5,Общий конкурс,2,09.03.02 Информационные системы и технологии,226,10,0
231,2019,М,5,По договору,5,09.03.02 Информационные системы и технологии,226,10,0
232,2019,М,5,По договору,6,21.05.02 Прикладная геология,226,10,0
233,2019,Ж,4.333,Общий конкурс,2,13.03.02 Электроэнергетика и электротехника,231,0,0
234,2019,Ж,4.333,Общий конкурс,1,15.03.04 Автоматизация технологических процессов и производств,231,0,1
235,2019,М,4.814,По договору,1,15.03.04 Автоматизация технологических процессов и производств,247,5,0
236,2019,Ж,4.2,По договору,6,20.03.01 Техносферная безопасность,202,10,0
237,2019,Ж,4.2,Общий конкурс,2,21.03.02 Землеустройство и кадастры,202,10,0
238,2019,Ж,4.2,Общий конкурс,3,20.03.01 Техносферная безопасность,202,10,0
239,2019,Ж,4.2,По договору,4,08.03.01 Строительство,202,10,0
240,2019,Ж,4.2,Общий конкурс,1,08.03.01 Строительство,202,10,1
241,2019,Ж,4.2,По договору,5,21.03.02 Землеустройство и кадастры,202,10,0
242,2019,М,3.889,По договору,1,13.03.02 Электроэнергетика и электротехника,146,0,0
243,2019,М,3.889,Общий конкурс,2,13.03.02 Электроэнергетика и электротехника,146,0,0
244,2019,М,4.522,По договору,1,15.03.04 Автоматизация технологических процессов и производств,144,0,0
245,2019,Ж,3.733,Общий конкурс,1,08.03.01 Строительство,161,0,0
246,2019,Ж,3.733,По договору,6,23.03.02 Наземные транспортно-технологические комплексы,161,0,0
247,2019,Ж,3.733,Общий конкурс,3,23.03.02 Наземные транспортно-технологические комплексы,161,0,0
248,2019,Ж,3.733,По договору,4,08.03.01 Строительство,161,0,0
249,2019,Ж,3.733,По договору,5,20.03.01 Техносферная безопасность,161,0,0
250,2019,Ж,3.733,Общий конкурс,2,20.03.01 Техносферная безопасность,161,0,0
251,2019,М,4.388,По договору,1,18.03.01 Химическая технология,148,0,0
252,2019,М,3.831,По договору,3,08.03.01 Строительство,164,0,0
253,2019,М,3.831,Общий конкурс,1,08.03.01 Строительство,164,0,0
254,2019,М,3.831,По договору,2,08.03.01 Строительство,164,0,0
255,2019,Ж,4.872,По договору,1,13.03.01 Теплоэнергетика и теплотехника,166,10,0
256,2019,Ж,4.872,По договору,4,38.03.05 Бизнес-информатика,175,10,0
257,2019,Ж,4.872,Общий конкурс,2,13.03.01 Теплоэнергетика и теплотехника,166,10,0
258,2019,Ж,4.872,Общий конкурс,3,21.03.02 Землеустройство и кадастры,166,10,0
259,2019,Ж,4.872,По договору,5,21.03.02 Землеустройство и кадастры,166,10,0
260,2019,М,3.818,Общий конкурс,2,20.03.01 Техносферная безопасность,0,0,0
261,2019,М,3.818,По договору,1,21.03.01 Нефтегазовое дело,0,0,0
262,2019,М,3.818,По договору,3,20.03.01 Техносферная безопасность,0,0,0
263,2019,М,3.724,По договору,1,08.03.01 Строительство,138,0,0
264,2019,Ж,4.214,Общий конкурс,3,13.03.02 Электроэнергетика и электротехника,173,0,0
265,2019,Ж,4.214,По договору,5,05.03.01 Геология,173,0,0
266,2019,Ж,4.214,По договору,4,21.05.02 Прикладная геология,173,0,0
267,2019,Ж,4.214,Общий конкурс,2,05.03.01 Геология,173,0,0
268,2019,Ж,4.214,По договору,6,13.03.02 Электроэнергетика и электротехника,173,0,0
269,2019,Ж,4.214,Общий конкурс,1,21.05.02 Прикладная геология,173,0,0
270,2019,М,4,Общий конкурс,1,23.03.01 Технология транспортных процессов,148,0,0
271,2019,М,4,По договору,5,20.03.01 Техносферная безопасность,148,0,0
272,2019,М,4,По договору,3,15.03.01 Машиностроение,148,0,0
273,2019,М,4,Общий конкурс,2,20.03.01 Техносферная безопасность,148,0,0
274,2019,М,4,По договору,4,23.03.01 Технология транспортных процессов,148,0,0
275,2019,Ж,4.111,По договору,5,12.03.04 Биотехнические системы и технологии,184,0,0
276,2019,Ж,4.111,По договору,6,15.03.04 Автоматизация технологических процессов и производств,184,0,0
277,2019,Ж,4.111,Общий конкурс,1,21.03.01 Нефтегазовое дело,184,0,0
278,2019,Ж,4.111,По договору,4,21.03.01 Нефтегазовое дело,184,0,0
279,2019,Ж,4.111,Общий конкурс,3,15.03.04 Автоматизация технологических процессов и производств,184,0,0
280,2019,Ж,4.111,Общий конкурс,2,12.03.04 Биотехнические системы и технологии,184,0,0
281,2019,М,4.118,По договору,5,18.03.01 Химическая технология,156,0,0
282,2019,М,4.118,По договору,6,08.03.01 Строительство,156,0,0
283,2019,М,4.118,Общий конкурс,3,08.03.01 Строительство,156,0,0
284,2019,М,4.118,По договору,4,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",156,0,0
285,2019,М,4.118,Общий конкурс,1,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",156,0,0
286,2019,М,4.118,Общий конкурс,2,18.03.01 Химическая технология,156,0,0
287,2019,М,4.283,По договору,2,08.03.01 Строительство,186,0,0
288,2019,М,4.283,По договору,1,15.03.04 Автоматизация технологических процессов и производств,186,0,0
289,2019,М,4.283,Общий конкурс,3,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,186,0,0
290,2019,М,4.283,По договору,4,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,186,0,0
293,2019,Ж,4.75,По договору,1,19.03.04 Технология продукции и организация общественного питания,155,5,0
294,2019,Ж,4.529,По договору,5,20.03.01 Техносферная безопасность,153,0,0
295,2019,Ж,4.529,По договору,4,21.03.02 Землеустройство и кадастры,153,0,0
296,2019,Ж,4.529,Общий конкурс,3,21.05.01 Прикладная геодезия,153,0,0
297,2019,Ж,4.529,По договору,6,21.05.01 Прикладная геодезия,153,0,0
298,2019,Ж,4.529,Общий конкурс,2,20.03.01 Техносферная безопасность,153,0,0
299,2019,Ж,4.529,Общий конкурс,1,21.03.02 Землеустройство и кадастры,153,0,0
300,2019,М,3,По договору,2,08.03.01 Строительство,0,0,0
301,2019,М,3,По договору,1,21.03.01 Нефтегазовое дело,0,0,0
302,2019,М,3,По договору,3,21.05.02 Прикладная геология,0,0,0
303,2019,Ж,3.933,По договору,2,38.03.05 Бизнес-информатика,142,0,0
304,2019,Ж,3.933,По договору,1,38.03.06 Торговое дело,142,0,0
305,2019,М,,,,,,,0
306,2019,М,4.118,Общий конкурс,1,21.03.01 Нефтегазовое дело,0,0,0
307,2019,М,4.118,По договору,6,15.03.04 Автоматизация технологических процессов и производств,0,0,0
308,2019,М,4.118,Общий конкурс,3,15.03.04 Автоматизация технологических процессов и производств,0,0,0
309,2019,М,4.118,Общий конкурс,2,12.03.04 Биотехнические системы и технологии,0,0,0
310,2019,М,4.118,По договору,5,12.03.04 Биотехнические системы и технологии,0,0,0
311,2019,М,4.118,По договору,4,21.03.01 Нефтегазовое дело,0,0,0
312,2019,М,3.4,По договору,1,21.03.01 Нефтегазовое дело,146,0,0
313,2019,М,5,По договору,1,21.03.01 Нефтегазовое дело,195,5,0
314,2019,М,4.762,Общий конкурс,1,08.03.01 Строительство,210,0,1
315,2019,М,4.762,По договору,6,08.03.01 Строительство,210,0,0
316,2019,М,4.762,По договору,4,23.03.01 Технология транспортных процессов,210,0,0
317,2019,М,4.762,Общий конкурс,3,08.05.01 Строительство уникальных зданий и сооружений,210,0,0
318,2019,М,4.762,По договору,5,08.05.01 Строительство уникальных зданий и сооружений,210,0,0
319,2019,М,4.762,Общий конкурс,2,23.03.01 Технология транспортных процессов,210,0,0
320,2019,М,4,Общий конкурс,2,13.03.02 Электроэнергетика и электротехника,169,0,0
321,2019,М,4,По договору,3,08.03.01 Строительство,169,0,0
322,2019,М,4,Общий конкурс,1,08.03.01 Строительство,169,0,0
323,2019,М,4,По договору,4,13.03.02 Электроэнергетика и электротехника,169,0,0
324,2019,М,5,По договору,2,21.03.01 Нефтегазовое дело,190,5,0
325,2019,М,5,Общий конкурс,1,21.03.01 Нефтегазовое дело,190,5,0
326,2019,Ж,5,Общий конкурс,1,21.03.01 Нефтегазовое дело,208,5,0
327,2019,Ж,5,Общий конкурс,3,23.03.01 Технология транспортных процессов,208,5,0
328,2019,Ж,5,Общий конкурс,2,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,208,5,0
329,2019,Ж,5,Общий конкурс,1,08.03.01 Строительство,221,10,1
330,2019,Ж,5,По договору,4,08.03.01 Строительство,221,10,0
331,2019,Ж,5,По договору,5,08.05.01 Строительство уникальных зданий и сооружений,221,10,0
